2016-02-19 16:03:38,922 |OFBiz-config-0       |DatabaseUtil                  |W| Table named [WEB_PAGE] exists in the database but has no corresponding entity
2016-02-19 18:29:32,814 |main                 |ComponentContainer            |I| Loading component : [catalina]
2016-02-19 18:29:32,837 |main                 |ComponentContainer            |I| Loading component : [entityext]
2016-02-19 18:29:32,867 |main                 |ComponentContainer            |I| Loading component : [bi]
2016-02-19 18:29:32,902 |main                 |ComponentContainer            |I| Loading component : [webapp]
2016-02-19 18:29:32,925 |main                 |ComponentContainer            |I| Loading component : [widget]
2016-02-19 18:29:32,961 |main                 |ComponentContainer            |I| Loading component : [testtools]
2016-02-19 18:29:32,995 |main                 |ComponentContainer            |I| Loading component : [webtools]
2016-02-19 18:29:33,024 |main                 |ComponentContainer            |I| Loading component : [images]
2016-02-19 18:29:33,027 |main                 |ComponentContainer            |I| Auto-Loading component directory : [C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/themes]
2016-02-19 18:29:33,050 |main                 |ComponentContainer            |I| Loading component : [flatgrey]
2016-02-19 18:29:33,067 |main                 |ComponentContainer            |I| Loading component : [tomahawk]
2016-02-19 18:29:33,067 |main                 |ComponentContainer            |I| Auto-Loading component directory : [C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications]
2016-02-19 18:29:33,089 |main                 |ComponentContainer            |I| Loading component : [party]
2016-02-19 18:29:33,106 |main                 |ComponentContainer            |I| Loading component : [securityext]
2016-02-19 18:29:33,123 |main                 |ComponentContainer            |I| Loading component : [content]
2016-02-19 18:29:33,141 |main                 |ComponentContainer            |I| Loading component : [workeffort]
2016-02-19 18:29:33,162 |main                 |ComponentContainer            |I| Loading component : [product]
2016-02-19 18:29:33,186 |main                 |ComponentContainer            |I| Loading component : [manufacturing]
2016-02-19 18:29:33,215 |main                 |ComponentContainer            |I| Loading component : [accounting]
2016-02-19 18:29:33,216 |main                 |ComponentContainer            |W| Location 'C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/lib/securepay' does not exist
2016-02-19 18:29:33,216 |main                 |ComponentContainer            |W| Location 'C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/lib/cybersource' does not exist
2016-02-19 18:29:33,216 |main                 |ComponentContainer            |W| Location 'C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/lib/worldpay' does not exist
2016-02-19 18:29:33,217 |main                 |ComponentContainer            |W| Location 'C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/lib/worldpay' does not exist
2016-02-19 18:29:33,239 |main                 |ComponentContainer            |I| Loading component : [humanres]
2016-02-19 18:29:33,257 |main                 |ComponentContainer            |I| Loading component : [order]
2016-02-19 18:29:33,276 |main                 |ComponentContainer            |I| Loading component : [marketing]
2016-02-19 18:29:33,293 |main                 |ComponentContainer            |I| Loading component : [commonext]
2016-02-19 18:29:33,294 |main                 |ComponentContainer            |I| Auto-Loading component directory : [C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/specialpurpose]
2016-02-19 18:29:33,315 |main                 |ComponentContainer            |I| Loading component : [ecommerce]
2016-02-19 18:29:33,316 |main                 |ComponentContainer            |I| Auto-Loading component directory : [C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/hot-deploy]
2016-02-19 18:29:33,332 |main                 |ComponentContainer            |I| All components loaded
2016-02-19 18:29:33,332 |main                 |ContainerLoader               |I| Loaded container: component-container
2016-02-19 18:29:33,334 |main                 |ContainerLoader               |I| Loading component's container: classloader-container
2016-02-19 18:29:33,410 |main                 |ClassLoaderContainer          |I| CachedClassLoader created
2016-02-19 18:29:33,410 |main                 |ContainerLoader               |I| Loaded component's container: classloader-container
2016-02-19 18:29:33,410 |main                 |ContainerLoader               |I| Loading component's container: naming-container
2016-02-19 18:29:33,418 |main                 |ContainerLoader               |I| Loaded component's container: naming-container
2016-02-19 18:29:33,418 |main                 |ContainerLoader               |I| Loading component's container: service-container
2016-02-19 18:29:33,429 |main                 |ContainerLoader               |I| Loaded component's container: service-container
2016-02-19 18:29:33,429 |main                 |ContainerLoader               |I| Loading component's container: rmi-dispatcher
2016-02-19 18:29:33,434 |main                 |ContainerLoader               |I| Loaded component's container: rmi-dispatcher
2016-02-19 18:29:33,434 |main                 |ContainerLoader               |I| Loading component's container: catalina-container
2016-02-19 18:29:33,473 |main                 |DelegatorFactoryImpl          |I| Creating new delegator [default] (main)
2016-02-19 18:29:34,807 |main                 |ModelViewEntity               |W| [OrderItemQuantityReportGroupByItem]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2016-02-19 18:29:34,808 |main                 |ModelViewEntity               |W| [OrderItemQuantityReportGroupByItem]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOpen
2016-02-19 18:29:34,808 |main                 |ModelViewEntity               |W| [OrderItemQuantityReportGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2016-02-19 18:29:34,808 |main                 |ModelViewEntity               |W| [OrderItemQuantityReportGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOpen
2016-02-19 18:29:34,811 |main                 |ModelViewEntity               |W| [OrderReportSalesGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2016-02-19 18:29:34,812 |main                 |ModelViewEntity               |W| [OrderItemAndShipGrpInvResAndItemSum]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2016-02-19 18:29:34,812 |main                 |ModelViewEntity               |W| [OrderItemAndShipGrpInvResAndItemSum]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: totQuantityAvailable
2016-02-19 18:29:34,834 |main                 |ModelReader                   |I| FINISHED LOADING ENTITIES - ALL FILES; #Entities=843 #ViewEntities=259 #Fields=8782 #Relationships=2902 #AutoRelationships=2155
2016-02-19 18:29:34,907 |main                 |GenericDelegator              |I| Doing entity definition check...
2016-02-19 18:29:34,915 |main                 |ModelEntityChecker            |I| [initReservedWords] array length=1025
2016-02-19 18:29:35,127 |OFBiz-config-2       |GenericDelegator              |I| Delegator "default" initializing helper "localmysql" for entity group "org.ofbiz".
2016-02-19 18:29:35,127 |OFBiz-config-1       |GenericDelegator              |I| Delegator "default" initializing helper "localmysql" for entity group "org.ofbiz.olap".
2016-02-19 18:29:35,128 |OFBiz-config-0       |GenericDelegator              |I| Delegator "default" initializing helper "localmysql" for entity group "org.ofbiz.tenant".
2016-02-19 18:29:35,146 |OFBiz-config-0       |GenericDelegator              |I| Doing database check as requested in entityengine.xml with addMissing=true
2016-02-19 18:29:35,146 |OFBiz-config-2       |GenericDelegator              |I| Doing database check as requested in entityengine.xml with addMissing=true
2016-02-19 18:29:35,146 |OFBiz-config-1       |GenericDelegator              |I| Doing database check as requested in entityengine.xml with addMissing=true
2016-02-19 18:29:35,540 |OFBiz-config-0       |DatabaseUtil                  |I| Database Product Name is MySQL
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| Database Product Name is MySQL
2016-02-19 18:29:35,540 |OFBiz-config-1       |DatabaseUtil                  |I| Database Product Name is MySQL
2016-02-19 18:29:35,540 |OFBiz-config-1       |DatabaseUtil                  |I| Database Product Version is 5.7.10-log
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| Database Product Version is 5.7.10-log
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| Database Driver Name is MySQL Connector Java
2016-02-19 18:29:35,540 |OFBiz-config-1       |DatabaseUtil                  |I| Database Driver Name is MySQL Connector Java
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| Database Driver Version is mysql-connector-java-5.1.38 ( Revision: fe541c166cec739c74cc727c5da96c1028b4834a )
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| Database Driver JDBC Version is 4.0
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| Database Setting/Support Information (those with a * should be true):
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| - supports transactions     [true]*
2016-02-19 18:29:35,540 |OFBiz-config-0       |DatabaseUtil                  |I| Database Product Version is 5.7.10-log
2016-02-19 18:29:35,540 |OFBiz-config-1       |DatabaseUtil                  |I| Database Driver Version is mysql-connector-java-5.1.38 ( Revision: fe541c166cec739c74cc727c5da96c1028b4834a )
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| - isolation None            [false]
2016-02-19 18:29:35,540 |OFBiz-config-1       |DatabaseUtil                  |I| Database Driver JDBC Version is 4.0
2016-02-19 18:29:35,540 |OFBiz-config-1       |DatabaseUtil                  |I| Database Setting/Support Information (those with a * should be true):
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| - isolation ReadCommitted   [true]
2016-02-19 18:29:35,540 |OFBiz-config-1       |DatabaseUtil                  |I| - supports transactions     [true]*
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| - isolation ReadUncommitted [true]
2016-02-19 18:29:35,540 |OFBiz-config-1       |DatabaseUtil                  |I| - isolation None            [false]
2016-02-19 18:29:35,540 |OFBiz-config-2       |DatabaseUtil                  |I| - isolation RepeatableRead  [true]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - isolation ReadCommitted   [true]
2016-02-19 18:29:35,541 |OFBiz-config-2       |DatabaseUtil                  |I| - isolation Serializable    [true]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - isolation ReadUncommitted [true]
2016-02-19 18:29:35,541 |OFBiz-config-2       |DatabaseUtil                  |I| - forward only type         [false]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - isolation RepeatableRead  [true]
2016-02-19 18:29:35,541 |OFBiz-config-2       |DatabaseUtil                  |I| - scroll sensitive type     [false]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - isolation Serializable    [true]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - forward only type         [false]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - scroll sensitive type     [false]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - scroll insensitive type   [true]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - is case sensitive         [false]
2016-02-19 18:29:35,541 |OFBiz-config-0       |DatabaseUtil                  |I| Database Driver Name is MySQL Connector Java
2016-02-19 18:29:35,541 |OFBiz-config-0       |DatabaseUtil                  |I| Database Driver Version is mysql-connector-java-5.1.38 ( Revision: fe541c166cec739c74cc727c5da96c1028b4834a )
2016-02-19 18:29:35,541 |OFBiz-config-0       |DatabaseUtil                  |I| Database Driver JDBC Version is 4.0
2016-02-19 18:29:35,541 |OFBiz-config-0       |DatabaseUtil                  |I| Database Setting/Support Information (those with a * should be true):
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - stores LowerCase          [true]
2016-02-19 18:29:35,541 |OFBiz-config-0       |DatabaseUtil                  |I| - supports transactions     [true]*
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - stores MixedCase          [false]
2016-02-19 18:29:35,541 |OFBiz-config-0       |DatabaseUtil                  |I| - isolation None            [false]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - stores UpperCase          [false]
2016-02-19 18:29:35,541 |OFBiz-config-0       |DatabaseUtil                  |I| - isolation ReadCommitted   [true]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - max table name length     [64]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - max column name length    [64]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - concurrent connections    [0]
2016-02-19 18:29:35,541 |OFBiz-config-1       |DatabaseUtil                  |I| - concurrent statements     [0]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - ANSI SQL92 Entry          [true]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - ANSI SQL92 Intermediate   [false]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - ANSI SQL92 Full           [false]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - ODBC SQL Grammar Core     [true]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - ODBC SQL Grammar Extended [false]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - ODBC SQL Grammar Minimum  [true]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - outer joins               [true]*
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - limited outer joins       [true]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - full outer joins          [false]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - group by                  [true]*
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - group by not in select    [true]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - column aliasing           [true]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - order by not in select    [false]
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - alter table add column    [true]*
2016-02-19 18:29:35,542 |OFBiz-config-1       |DatabaseUtil                  |I| - non-nullable column       [true]*
2016-02-19 18:29:35,542 |OFBiz-config-0       |DatabaseUtil                  |I| - isolation ReadUncommitted [true]
2016-02-19 18:29:35,543 |OFBiz-config-0       |DatabaseUtil                  |I| - isolation RepeatableRead  [true]
2016-02-19 18:29:35,543 |OFBiz-config-0       |DatabaseUtil                  |I| - isolation Serializable    [true]
2016-02-19 18:29:35,543 |OFBiz-config-0       |DatabaseUtil                  |I| - forward only type         [false]
2016-02-19 18:29:35,544 |OFBiz-config-0       |DatabaseUtil                  |I| - scroll sensitive type     [false]
2016-02-19 18:29:35,544 |OFBiz-config-0       |DatabaseUtil                  |I| - scroll insensitive type   [true]
2016-02-19 18:29:35,544 |OFBiz-config-0       |DatabaseUtil                  |I| - is case sensitive         [false]
2016-02-19 18:29:35,544 |OFBiz-config-0       |DatabaseUtil                  |I| - stores LowerCase          [true]
2016-02-19 18:29:35,544 |OFBiz-config-2       |DatabaseUtil                  |I| - scroll insensitive type   [true]
2016-02-19 18:29:35,544 |OFBiz-config-2       |DatabaseUtil                  |I| - is case sensitive         [false]
2016-02-19 18:29:35,544 |OFBiz-config-2       |DatabaseUtil                  |I| - stores LowerCase          [true]
2016-02-19 18:29:35,544 |OFBiz-config-2       |DatabaseUtil                  |I| - stores MixedCase          [false]
2016-02-19 18:29:35,544 |OFBiz-config-2       |DatabaseUtil                  |I| - stores UpperCase          [false]
2016-02-19 18:29:35,544 |OFBiz-config-2       |DatabaseUtil                  |I| - max table name length     [64]
2016-02-19 18:29:35,544 |OFBiz-config-1       |DatabaseUtil                  |I| - default fetchsize        [0]
